path,url,title,h1,char_count,under_5000,broken_link_count,broken_links,dna_complete,dna_missing,duplicate_candidates,final_status,priority
articles/childcare-service-government-support.html,https://savingio.com/articles/childcare-service-government-support.html,"아이돌봄서비스 정부지원 신청 방법, 자격 판정부터 이용까지 | Savingio","아이돌봄서비스 정부지원 신청 방법, 자격 판정부터 이용까지",6142,False,6,"[""/articles/grocery-bill-savings.html"", ""/calculators/childcare-cost.html"", ""/calculators/monthly-budget.html"", ""/categories/benefits.html"", ""/categories/education-childcare.html"", ""/categories/household.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/cma-account-types-risk.html,https://savingio.com/articles/cma-account-types-risk.html,CMA 통장 종류와 원금손실 가능성 | Savingio,CMA 통장 종류와 원금손실 가능성,7542,False,4,"[""/articles/bank-deposit-protection-limit.html"", ""/articles/bank-fees-to-avoid.html"", ""/articles/financial-product-comparison-guide.html"", ""/articles/high-interest-savings-account.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/credit-card-billing-cycle-guide.html,https://savingio.com/articles/credit-card-billing-cycle-guide.html,신용카드 결제일별 이용기간 확인법 | Savingio,신용카드 결제일별 이용기간 확인법,6874,False,3,"[""/articles/bank-fees-to-avoid.html"", ""/articles/credit-card-annual-fee-refund.html"", ""/articles/credit-card-interest-free-installment-guide.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/credit-score-habits.html,https://savingio.com/articles/credit-score-habits.html,"신용점수를 지키는 생활 습관, 연체 없이 관리하는 현실적인 방법 | Savingio","신용점수를 지키는 생활 습관, 연체 없이 관리하는 현실적인 방법",5674,False,4,"[""/articles/card-payment-date-guide.html"", ""/articles/credit-card-limit-management.html"", ""/articles/credit-information-check.html"", ""/articles/debt-repayment-order.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/culture-nuri-card-balance.html,https://savingio.com/articles/culture-nuri-card-balance.html,"문화누리카드 잔액 조회와 사용처 확인, 남은 금액까지 쓰는 방법 | Savingio","문화누리카드 잔액 조회와 사용처 확인, 남은 금액까지 쓰는 방법",8417,False,1,"[""/categories/welfare-benefits.html""]",True,[],[],깨진 링크,P0
articles/daily-liability-leak-insurance.html,https://savingio.com/articles/daily-liability-leak-insurance.html,"일배책 누수 보험 처리, 아랫집 피해 접수부터 합의까지 | Savingio","일배책 누수 보험 처리, 아랫집 피해 접수부터 합의까지",8632,False,2,"[""/articles/home-fire-insurance-guide.html"", ""/categories/insurance.html""]",True,[],[],깨진 링크,P0
articles/debit-card-vs-credit-card.html,https://savingio.com/articles/debit-card-vs-credit-card.html,체크카드와 신용카드 비교 | Savingio,체크카드와 신용카드 비교,7296,False,1,"[""/articles/credit-score-management.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/dehumidifier-electricity-saving.html,https://savingio.com/articles/dehumidifier-electricity-saving.html,제습기 전기요금 계산과 절약법 | Savingio,제습기 전기요금 계산과 절약법,5557,False,1,"[""/articles/standby-power-saving.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/deposit-protection-limit-guide.html,https://savingio.com/articles/deposit-protection-limit-guide.html,예금자보호제도 총정리 | Savingio,예금자보호제도 총정리,7356,False,2,"[""/articles/bank-fees-to-avoid.html"", ""/articles/credit-score-management.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/deposit-return-guarantee-checklist.html,https://savingio.com/articles/deposit-return-guarantee-checklist.html,전세보증금 반환보증 가입 전 체크리스트 | Savingio,전세보증금 반환보증 가입 전 체크리스트,7759,False,0,[],False,"[""목차""]",[],정상,P3
articles/dormant-deposit-insurance-search.html,https://savingio.com/articles/dormant-deposit-insurance-search.html,휴면예금과 휴면보험금 찾는 방법 | Savingio,휴면예금과 휴면보험금 찾는 방법,8078,False,0,[],True,[],[],완료,DONE
articles/dryer-summer-electricity-saving.html,https://savingio.com/articles/dryer-summer-electricity-saving.html,건조기 여름 전기세 절약 방법 | Savingio,건조기 여름 전기세 절약 방법,6436,False,0,[],True,[],[],완료,DONE
articles/duplicate-indemnity-insurance-check.html,https://savingio.com/articles/duplicate-indemnity-insurance-check.html,실손보험 중복가입 확인부터 개인·단체실손 정리까지 최종 가이드 | Savingio,실손보험 중복가입 확인부터 개인·단체실손 정리까지 최종 가이드,5605,False,0,[],True,[],[],완료,DONE
articles/earned-income-credit-account-change.html,https://savingio.com/articles/earned-income-credit-account-change.html,"근로장려금 지급계좌 변경 방법, 홈택스 신청과 입금 오류 대응 | Savingio","근로장려금 지급계좌 변경 방법, 홈택스 신청과 입금 오류 대응",4645,True,0,[],True,[],[],5천자 미달,P2
articles/earned-income-credit-payment.html,https://savingio.com/articles/earned-income-credit-payment.html,"근로장려금 지급일 확인 방법, 정기·반기 입금 시기와 조회 순서 | Savingio","근로장려금 지급일 확인 방법, 정기·반기 입금 시기와 조회 순서",6219,False,6,"[""/articles/car-insurance-low-mileage-discount.html"", ""/articles/fuel-saving-driving-habits.html"", ""/articles/grocery-bill-savings.html"", ""/articles/phone-bill-saving.html"", ""/categories/benefits.html"", ""/categories/finance.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/earned-income-credit-status-check.html,https://savingio.com/articles/earned-income-credit-status-check.html,"근로장려금 심사진행상황 조회 방법, 심사중·결정완료 상태 해석 | Savingio","근로장려금 심사진행상황 조회 방법, 심사중·결정완료 상태 해석",5137,False,0,[],True,[],[],완료,DONE
articles/earned-income-tax-credit-korea.html,https://savingio.com/articles/earned-income-tax-credit-korea.html,"2026 근로장려금 신청 대상과 지급일, 놓쳤을 때 확인 순서 | Savingio","2026 근로장려금 신청 대상과 지급일, 놓쳤을 때 확인 순서",8559,False,1,"[""/articles/unclaimed-refund-check.html""]",True,[],[],깨진 링크,P0
articles/education-benefit-eligibility.html,https://savingio.com/articles/education-benefit-eligibility.html,교육급여 신청 방법과 수급자격 확인 | Savingio,교육급여 신청 방법과 수급자격 확인,5536,False,0,[],True,[],[],완료,DONE
articles/education-expense-vs-benefit.html,https://savingio.com/articles/education-expense-vs-benefit.html,교육비 지원과 교육급여 차이 | Savingio,교육비 지원과 교육급여 차이,4921,True,0,[],False,"[""목차""]","[{""path"": ""articles/elementary-school-education-support.html"", ""score"": 0.7144}]",5천자 미달 / 중복 의심,P1
articles/electricity-bill-easy-calculator-guide.html,https://savingio.com/articles/electricity-bill-easy-calculator-guide.html,전기 사용량만으로 이번 달 예상 전기요금 확인하는 방법 | 세이빙이오(Savingio),전기 사용량만으로 이번 달 예상 전기요금 확인하는 방법,4756,True,1,"[""/categories/living-cost.html""]",False,"[""목차""]",[],5천자 미달 / 깨진 링크,P0
articles/electricity-bill-saving.html,https://savingio.com/articles/electricity-bill-saving.html,"전기요금 절약 방법, 고지서부터 가전 사용량까지 확인하는 순서 | 세이빙이오(Savingio)","전기요금 절약 방법, 고지서부터 가전 사용량까지 확인하는 순서",4645,True,2,"[""/categories/living-cost.html"", ""/categories/utility-bills.html""]",False,"[""목차""]",[],5천자 미달 / 깨진 링크,P0
articles/electricity-discount-card-guide.html,https://savingio.com/articles/electricity-discount-card-guide.html,전기요금 할인카드 제대로 고르는 방법 | Savingio,전기요금 할인카드 제대로 고르는 방법,6028,False,1,"[""/categories/electricity-utility.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/electronic-tax-invoice-penalty.html,https://savingio.com/articles/electronic-tax-invoice-penalty.html,"전자세금계산서 가산세, 지연발급·미발급·미전송 차이 | Savingio","전자세금계산서 가산세, 지연발급·미발급·미전송 차이",8286,False,0,[],True,[],[],완료,DONE
articles/elementary-school-education-support.html,https://savingio.com/articles/elementary-school-education-support.html,"초등학생 교육비 지원 총정리, 교육급여·방과후·돌봄 신청법 | Savingio","초등학생 교육비 지원 총정리, 교육급여·방과후·돌봄 신청법",9508,False,3,"[""/articles/child-care-service-guide.html"", ""/articles/childcare-support-guide.html"", ""/articles/elementary-after-school-care.html""]",True,[],"[{""path"": ""articles/education-expense-vs-benefit.html"", ""score"": 0.7144}]",중복 의심 / 깨진 링크,P0
articles/emergency-fund-guide.html,https://savingio.com/articles/emergency-fund-guide.html,비상금 얼마가 적당할까? 생활비 1개월부터 만드는 현실적인 순서 | Savingio,비상금 얼마가 적당할까? 생활비 1개월부터 만드는 현실적인 순서,6231,False,4,"[""/articles/credit-card-revolving-guide.html"", ""/articles/debt-adjustment-guide.html"", ""/articles/household-budget-guide.html"", ""/articles/loan-interest-reduction-guide.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/emergency-medical-support.html,https://savingio.com/articles/emergency-medical-support.html,긴급복지 의료지원 신청 방법 | 세이빙이오(Savingio),긴급복지 의료지원 신청 방법,9379,False,1,"[""/articles/health-insurance-out-of-pocket-refund.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/emergency-welfare-living-support.html,https://savingio.com/articles/emergency-welfare-living-support.html,긴급복지 생계지원 신청 조건 | 세이빙이오(Savingio),긴급복지 생계지원 신청 조건,8755,False,2,"[""/articles/unemployment-benefit-application.html"", ""/articles/utility-bill-support.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/energy-voucher-2026-application.html,https://savingio.com/articles/energy-voucher-2026-application.html,"2026 에너지바우처 신청 대상과 금액, 사용기간까지 한 번에 | Savingio","2026 에너지바우처 신청 대상과 금액, 사용기간까지 한 번에",8095,False,0,[],True,[],[],완료,DONE
articles/fan-aircon-combination-saving.html,https://savingio.com/articles/fan-aircon-combination-saving.html,선풍기와 에어컨 함께 쓰는 방법 | 세이빙이오(Savingio),선풍기와 에어컨 함께 쓰는 방법,4214,True,1,"[""/categories/energy-saving.html""]",False,"[""목차""]",[],5천자 미달 / 깨진 링크,P0
articles/first-meeting-voucher-guide.html,https://savingio.com/articles/first-meeting-voucher-guide.html,"첫만남이용권 신청과 사용 방법, 결제 전에 확인할 제한사항 | 세이빙이오(Savingio)","첫만남이용권 신청과 사용 방법, 결제 전에 확인할 제한사항",6147,False,4,"[""/articles/diaper-formula-support-guide.html"", ""/articles/electricity-bill-childbirth-discount.html"", ""/articles/maternity-leave-benefit.html"", ""/articles/pregnancy-childbirth-medical-support.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/fixed-date-online-application.html,https://savingio.com/articles/fixed-date-online-application.html,확정일자 온라인 신청 방법 | 세이빙이오(Savingio),확정일자 온라인 신청 방법,5606,False,4,"[""/articles/jeonse-deposit-protection.html"", ""/articles/lease-contract-report.html"", ""/articles/move-in-report-online.html"", ""/articles/registry-copy-check.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/fixed-speed-aircon-saving.html,https://savingio.com/articles/fixed-speed-aircon-saving.html,정속형 에어컨 전기세 절약 방법 | 세이빙이오(Savingio),정속형 에어컨 전기세 절약 방법,4789,True,0,[],False,"[""목차""]",[],5천자 미달,P2
articles/four-major-insurance-deduction-guide.html,https://savingio.com/articles/four-major-insurance-deduction-guide.html,"4대보험 공제액 확인 방법, 월급에서 얼마가 빠지는지 보는 기준 | 세이빙이오(Savingio)","4대보험 공제액 확인 방법, 월급에서 얼마가 빠지는지 보는 기준",4903,True,2,"[""/articles/salary-statement-check-guide.html"", ""/articles/salary-tax-deduction-guide.html""]",True,[],[],5천자 미달 / 깨진 링크,P0
articles/gas-bill-checklist.html,https://savingio.com/articles/gas-bill-checklist.html,도시가스 요금 절약과 고지서 점검 방법 | 세이빙이오(Savingio),도시가스 요금 절약과 고지서 점검 방법,4624,True,3,"[""/articles/energy-voucher-guide.html"", ""/articles/heating-cost-saving-guide.html"", ""/categories/utility-bills.html""]",True,[],[],5천자 미달 / 깨진 링크,P0
articles/general-vat-common-mistakes.html,https://savingio.com/articles/general-vat-common-mistakes.html,일반과세자 부가가치세 신고에서 자주 하는 실수 12가지 | 세이빙이오(Savingio),일반과세자 부가가치세 신고에서 자주 하는 실수 12가지,5055,False,0,[],True,[],[],완료,DONE
articles/government-benefit-alert-2026.html,https://savingio.com/articles/government-benefit-alert-2026.html,"정부24 혜택알리미 2026, 받을 수 있는 지원금 찾는 순서 | Savingio",“남들은 받았다는데 나는 왜 몰랐을까?” 정부24 혜택알리미 확인 순서,7541,False,1,"[""/articles/subsidy24-benefit-search.html""]",True,[],[],깨진 링크,P0
articles/government-benefit-alert-setup.html,https://savingio.com/articles/government-benefit-alert-setup.html,"정부24 혜택알리미 설정 방법, 맞춤 혜택과 알림 수신 관리 | Savingio","정부24 혜택알리미 설정 방법, 맞춤 혜택과 알림 수신 관리",3962,True,0,[],True,[],[],5천자 미달,P2
articles/government-benefits-warning.html,https://savingio.com/articles/government-benefits-warning.html,정부지원금 조회 시 주의할 점 | Savingio,정부지원금 조회 시 주의할 점,5559,False,1,"[""/articles/subsidy24-benefit-search.html""]",False,"[""목차""]","[{""path"": ""articles/benefit-scam-warning-2026.html"", ""score"": 0.7282}]",중복 의심 / 깨진 링크,P0
articles/government-support-calendar.html,https://savingio.com/articles/government-support-calendar.html,"정부지원금 신청 일정 관리 방법, 마감일·갱신일 놓치지 않는 달력 만들기 | Savingio","정부지원금 신청 일정 관리 방법, 마감일·갱신일 놓치지 않는 달력 만들기",4129,True,0,[],True,[],[],5천자 미달,P2
articles/government24-benefit-check.html,https://savingio.com/articles/government24-benefit-check.html,"정부24 보조금24 혜택 조회 방법, 나와 가족 지원금 찾기 | Savingio","정부24 보조금24 혜택 조회 방법, 나와 가족 지원금 찾기",3724,True,0,[],True,[],[],5천자 미달,P2
articles/grocery-saving-tips.html,https://savingio.com/articles/grocery-saving-tips.html,"장보기 전에 꼭 확인할 식비 절약법, 냉장고부터 예산까지 | Savingio","장보기 전에 꼭 확인할 식비 절약법, 냉장고부터 예산까지",7680,False,1,"[""/articles/bank-fees-to-avoid.html""]",False,"[""목차""]",[],깨진 링크,P0
articles/health-insurance-refund-guide.html,https://savingio.com/articles/health-insurance-refund-guide.html,건강보험 환급금 조회부터 신청·입금 확인까지 최종 가이드 | Savingio,건강보험 환급금 조회부터 신청·입금 확인까지 최종 가이드,5138,False,2,"[""/articles/health-insurance-out-of-pocket-refund.html"", ""/articles/health-insurance-overpayment-refund.html""]",True,[],[],깨진 링크,P0
articles/heating-bill-saving.html,https://savingio.com/articles/heating-bill-saving.html,"난방비 절약 방법 12가지, 보일러 설정부터 창문 단열까지 | Savingio","난방비 절약 방법 12가지, 보일러 설정부터 창문 단열까지",4481,True,0,[],False,"[""목차""]",[],5천자 미달,P2
articles/home-water-leak-self-check.html,https://savingio.com/articles/home-water-leak-self-check.html,"수도 누수 자가진단, 계량기로 우리 집 누수 확인하는 방법 | 세이빙이오(Savingio)","수도 누수 자가진단, 계량기로 우리 집 누수 확인하는 방법",6691,False,0,[],True,[],[],완료,DONE
articles/hometax-refund-status.html,https://savingio.com/articles/hometax-refund-status.html,"홈택스 환급 진행상황 조회 방법, 지급 지연 원인까지 확인하세요 | 세이빙이오(Savingio)","홈택스 환급 진행상황 조회 방법, 지급 지연 원인까지 확인하세요",3814,True,2,"[""/articles/income-tax-refund-check.html"", ""/articles/tax-refund-scam-warning.html""]",True,[],[],5천자 미달 / 깨진 링크,P0
articles/hometax-vat-sales-check.html,https://savingio.com/articles/hometax-vat-sales-check.html,"홈택스 부가가치세 매출자료 확인 방법, 카드·현금영수증 누락까지 점검하세요 | 세이빙이오(Savingio)","홈택스 부가가치세 매출자료 확인 방법, 카드·현금영수증 누락까지 점검하세요",4623,True,1,"[""/calculators/vat-calculator.html""]",True,[],[],5천자 미달 / 깨진 링크,P0
